C0152097,Disorders of diaphragm (Disease of diaphragm),Disease or Syndrome,C0018524,HALLUCINATIONS (Hallucinations),Mental or Behavioral Dysfunction,"Common clinical signs and symptoms include delusions, hallucinations, disorganized thinking, and retreat from reality.A group of severe mental disorders in which a person has trouble telling the difference between real and unreal experiences, thinking logically, having normal emotional responses to others, and behaving normally in social situations."
C0233459,Emotional disorder,Mental or Behavioral Dysfunction,C1457887,SYMPTOMS (Symptoms),Sign or Symptom,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0233459,Emotional disorder,Mental or Behavioral Dysfunction,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0233459,Emotional disorder,Mental or Behavioral Dysfunction,C0033975,Psychotic Disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0233459,Emotional disorder,Mental or Behavioral Dysfunction,C0018524,HALLUCINATIONS (Hallucinations),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0233459,Emotional disorder,Mental or Behavioral Dysfunction,C0011253,DELUSION (Delusions),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0033975,Psychotic Disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0018524,HALLUCINATIONS (Hallucinations),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0011253,DELUSION (Delusions),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0033975,Psychotic Disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0018524,HALLUCINATIONS (Hallucinations),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0011253,DELUSION (Delusions),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0033975,Psychotic Disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,C0018524,HALLUCINATIONS (Hallucinations),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0033975,Psychotic Disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,C0011253,DELUSION (Delusions),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C0018524,HALLUCINATIONS (Hallucinations),Mental or Behavioral Dysfunction,C0011253,DELUSION (Delusions),Mental or Behavioral Dysfunction,"Symptoms include seeing, hearing, feeling things that are not there, having false ideas about what is taking place or who one is, nonsense speech, unusual behavior, lack of emotion, and social withdrawal.A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.Is it hard for your child to sit still?"
C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,C0040223,times (Time) [Temporal Concept],Temporal Concept,"Nearly everyone shows some of these behaviors at times, but ADHD lasts more than 6 months and causes problems in school, at home and in social situations."
C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,C0439231,MONTHS (month) [Temporal Concept],Temporal Concept,"Nearly everyone shows some of these behaviors at times, but ADHD lasts more than 6 months and causes problems in school, at home and in social situations."
C0040223,times (Time) [Temporal Concept],Temporal Concept,C0439231,MONTHS (month) [Temporal Concept],Temporal Concept,"Nearly everyone shows some of these behaviors at times, but ADHD lasts more than 6 months and causes problems in school, at home and in social situations."
C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,C0424101,Inattention,Mental or Behavioral Dysfunction,The main features of ADHD are  Inattention Hyperactivity Impulsivity  No one knows exactly what causes ADHD.
C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,N C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,The main features of ADHD are  Inattention Hyperactivity Impulsivity  No one knows exactly what causes ADHD.
C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,The main features of ADHD are  Inattention Hyperactivity Impulsivity  No one knows exactly what causes ADHD.
C0424101,Inattention,Mental or Behavioral Dysfunction,N C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,The main features of ADHD are  Inattention Hyperactivity Impulsivity  No one knows exactly what causes ADHD.
C0424101,Inattention,Mental or Behavioral Dysfunction,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,The main features of ADHD are  Inattention Hyperactivity Impulsivity  No one knows exactly what causes ADHD.
N C1263846,ADHD (Attention deficit hyperactivity disorder),Mental or Behavioral Dysfunction,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,The main features of ADHD are  Inattention Hyperactivity Impulsivity  No one knows exactly what causes ADHD.
C1998882,Sometimes [Temporal Concept],Temporal Concept,C3274438,RUN-IN (Run-in Period) [Temporal Concept],Temporal Concept,"It sometimes runs in families, so genetics may be a factor."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0424101,Inattention,Mental or Behavioral Dysfunction,C1535926,"Disorder, Neurodevelopmental (Neurodevelopmental Disorders)",Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0205191,CHRONIC (chronic) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0599196,Early Childhood (Early childhood) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0424101,Inattention,Mental or Behavioral Dysfunction,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C1535926,"Disorder, Neurodevelopmental (Neurodevelopmental Disorders)",Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C0205191,CHRONIC (chronic) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C0599196,Early Childhood (Early childhood) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C1535926,"Disorder, Neurodevelopmental (Neurodevelopmental Disorders)",Mental or Behavioral Dysfunction,C0205191,CHRONIC (chronic) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C1535926,"Disorder, Neurodevelopmental (Neurodevelopmental Disorders)",Mental or Behavioral Dysfunction,C0599196,Early Childhood (Early childhood) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C1535926,"Disorder, Neurodevelopmental (Neurodevelopmental Disorders)",Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C1535926,"Disorder, Neurodevelopmental (Neurodevelopmental Disorders)",Mental or Behavioral Dysfunction,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0205191,CHRONIC (chronic) [Temporal Concept],Temporal Concept,C0599196,Early Childhood (Early childhood) [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0205191,CHRONIC (chronic) [Temporal Concept],Temporal Concept,C0012634,Disorder (Disease),Disease or Syndrome,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0205191,CHRONIC (chronic) [Temporal Concept],Temporal Concept,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0599196,Early Childhood (Early childhood) [Temporal Concept],Temporal Concept,C0012634,Disorder (Disease),Disease or Syndrome,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0599196,Early Childhood (Early childhood) [Temporal Concept],Temporal Concept,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0012634,Disorder (Disease),Disease or Syndrome,C5214605,Hyperactivity-impulsivity,Mental or Behavioral Dysfunction,"NIH: National Institute of Mental Health A neurodevelopmental disorder presenting in early childhood that is characterized by chronic and excessive inattention, overactivity, and/or impulsivity.A disorder characterized by a marked pattern of inattention and/or hyperactivity-impulsivity that is inconsistent with developmental level and clearly interferes with functioning in at least two settings (e.g."
C0424101,Inattention,Mental or Behavioral Dysfunction,C1457887,SYMPTOMS (Symptoms),Sign or Symptom,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0008066,childhood behavior disorder (Child Behavior Disorders),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0339005,"Childhood Behavior disorder (Conduct disorder, childhood-onset type)",Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0424101,Inattention,Mental or Behavioral Dysfunction,C1510829,Age-Years [Temporal Concept],Temporal Concept,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0424101,Inattention,Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0008066,childhood behavior disorder (Child Behavior Disorders),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0339005,"Childhood Behavior disorder (Conduct disorder, childhood-onset type)",Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C1510829,Age-Years [Temporal Concept],Temporal Concept,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C0008066,childhood behavior disorder (Child Behavior Disorders),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C0339005,"Childhood Behavior disorder (Conduct disorder, childhood-onset type)",Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C1510829,Age-Years [Temporal Concept],Temporal Concept,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0021125,Impulsivity (Impulsive Behavior),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0008066,childhood behavior disorder (Child Behavior Disorders),Mental or Behavioral Dysfunction,C0339005,"Childhood Behavior disorder (Conduct disorder, childhood-onset type)",Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0008066,childhood behavior disorder (Child Behavior Disorders),Mental or Behavioral Dysfunction,C1510829,Age-Years [Temporal Concept],Temporal Concept,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0008066,childhood behavior disorder (Child Behavior Disorders),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0339005,"Childhood Behavior disorder (Conduct disorder, childhood-onset type)",Mental or Behavioral Dysfunction,C1510829,Age-Years [Temporal Concept],Temporal Concept,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
C0339005,"Childhood Behavior disorder (Conduct disorder, childhood-onset type)",Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"At least some of the symptoms must be present before the age of 7 years.A behavior disorder originating in childhood in which the essential features are signs of developmentally inappropriate inattention, impulsivity, and hyperactivity."
